,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10,4046777,8,1,0,0,0,0,0,0,0,0,0,0,0,2.223992081,505847.125,966299.0216,2644683,8,4046768,578109.7143,1020107.12,2644683,8,0,0,0,0,0,0,160,20,1.976881849,0.247110231,0,0,0,0,0,0,0,0,1,0,0,0,0,45260,0,0,0,0,0,0,0,0,0,1
11,17474,18,11,2050,916,276,0,113.8888889,89.74662955,304,0,83.27272727,101.4939317,169737.8963,1659.608561,624.0714286,1478.866581,7781,7,17466,1027.411765,2002.288599,8217,7,16981,1698.1,2366.409491,8148,85,0,368,236,1030.101866,629.5066957,0,304,98.86666667,94.03731223,8843.016092,0,1,0,0,0,102.2758621,113.8888889,83.27272727,8576,16,0,0,0,0,0,0,0,0,1
12,1250,0,2,0,0,0,0,0,0,0,0,0,0,0,1600,1250,0,1250,1250,0,0,0,0,0,1250,1250,0,1250,1250,0,0,40,0,1600,0,0,0,0,0,1,0,0,1,0,0,0,0,8576,0,0,0,0,0,0,0,0,0,1
13,658418,5,5,954,193,477,0,190.8,261.2636599,191,0,38.6,85.19859154,1742.05444,15.18792014,73157.55556,144974.3194,335729,6,322428,80607,161011.3874,322124,7,658418,164604.5,190014.7287,336296,6,0,108,116,7.593960068,7.593960068,0,477,104.2727273,192.858026,37194.21818,0,1,0,0,1,114.7,190.8,38.6,65058,2,0,0,0,0,0,0,0,0,1
14,946,4,1,0,0,0,0,0,0,0,0,0,0,0,5285.412262,236.5,350.7301907,748,6,936,312,387.7060742,748,6,0,0,0,0,0,0,80,20,4228.32981,1057.082452,0,0,0,0,0,0,0,0,1,0,0,0,0,64047,0,0,0,0,0,0,0,0,0,1
15,12994117,55,33,340,37709,85,0,6.181818182,22.2769528,3072,0,1142.69697,616.1883075,2928.171264,6.772295493,149357.6667,715012.2933,5997465,2,12994088,240631.2593,898645.9232,5997465,2,12994117,406066.1563,1287220.524,6572533,178,0,1124,672,4.232684683,2.53961081,0,3072,427.5168539,665.7385528,443207.8207,0,1,0,0,0,432.375,6.181818182,1142.69697,4096,4,3520179,0,3520179,3520179,5997465,0,5997465,5997465,1
16,368,2,1,0,0,0,0,0,0,0,0,0,0,0,8152.173913,184,250.3158005,361,7,361,361,0,361,361,0,0,0,0,0,0,40,20,5434.782609,2717.391304,0,0,0,0,0,0,0,0,1,0,0,0,0,63639,0,0,0,0,0,0,0,0,0,1
17,696635,5,5,970,193,485,0,194,265.6454404,191,0,38.6,85.19859154,1669.453875,14.35471947,77403.88889,153706.7842,363892,3,332726,83181.5,166257.6798,332568,6,696635,174158.75,201512.1053,364186,3,0,108,116,7.177359736,7.177359736,0,485,105.7272727,195.9525917,38397.41818,0,1,0,0,1,116.3,194,38.6,65050,2,0,0,0,0,0,0,0,0,1
18,508,4,1,0,0,0,0,0,0,0,0,0,0,0,9842.519685,127,230.9588708,473,2,503,167.6666667,264.74579,473,2,0,0,0,0,0,0,80,20,7874.015748,1968.503937,0,0,0,0,0,0,0,0,1,0,0,0,0,64047,0,0,0,0,0,0,0,0,0,1
19,429829,11,8,602,8930,301,0,54.72727273,121.7604952,2700,0,1116.25,1037.977945,22176.26079,44.20362516,23879.38889,43262.49769,102497,6,327324,32732.4,52882.21366,121830,6,429829,61404.14286,51475.5465,102780,176,0,228,176,25.59157246,18.6120527,0,2700,476.6,831.8701442,692007.9368,0,1,0,0,0,501.6842105,54.72727273,1116.25,6432,2,0,0,0,0,0,0,0,0,1
20,298305,4,1,0,0,0,0,0,0,0,0,0,0,0,16.7613684,74576.25,149102.5021,298230,7,298297,99432.33333,172163.8316,298230,7,0,0,0,0,0,0,80,20,13.40909472,3.35227368,0,0,0,0,0,0,0,0,1,0,0,0,0,63270,0,0,0,0,0,0,0,0,0,1
21,661904,5,5,962,193,481,0,192.4,263.4545502,191,0,38.6,85.19859154,1744.966037,15.10793106,73544.88889,145744.7929,333942,5,327940,81985,163766.7185,327635,9,661904,165476,191089.1067,334629,5,0,108,116,7.55396553,7.55396553,0,481,105,194.4047325,37793.2,0,1,0,0,1,115.5,192.4,38.6,65054,2,0,0,0,0,0,0,0,0,1
22,1532,4,1,0,0,0,0,0,0,0,0,0,0,0,3263.707572,383,703.9805869,1438,9,1521,507,806.9244079,1438,9,0,0,0,0,0,0,80,20,2610.966057,652.7415144,0,0,0,0,0,0,0,0,1,0,0,0,0,64047,0,0,0,0,0,0,0,0,0,1
23,215205,43,20,178,44804,89,0,4.139534884,18.96435428,8760,0,2240.2,2190.156149,209019.3072,292.7441277,3471.048387,10403.28735,35752,1,181679,4325.690476,11654.33731,36566,1,215205,11326.57895,16727.84673,36086,12,0,868,416,199.809484,92.93464371,0,8760,702.84375,1593.186586,2538243.499,0,1,0,0,0,714,4.139534884,2240.2,5840,2,0,0,0,0,0,0,0,0,1
24,214,4,1,0,0,0,0,0,0,0,0,0,0,0,23364.48598,53.5,83.77151465,178,3,209,69.66666667,94.64847243,178,3,0,0,0,0,0,0,80,20,18691.58879,4672.897196,0,0,0,0,0,0,0,0,1,0,0,0,0,64240,0,0,0,0,0,0,0,0,0,1
25,650803,5,5,970,193,485,0,194,265.6454404,191,0,38.6,85.19859154,1787.023108,15.36563292,72311.44444,143356.1008,328993,4,321793,80448.25,160761.1896,321590,4,650803,162700.75,187894.0152,329489,4,0,108,116,7.682816459,7.682816459,0,485,105.7272727,195.9525917,38397.41818,0,1,0,0,1,116.3,194,38.6,65050,2,0,0,0,0,0,0,0,0,1
26,751,4,1,0,0,0,0,0,0,0,0,0,0,0,6657.789614,187.75,330.8175479,683,8,743,247.6666667,377.6510735,683,8,0,0,0,0,0,0,80,20,5326.231691,1331.557923,0,0,0,0,0,0,0,0,1,0,0,0,0,64047,0,0,0,0,0,0,0,0,0,1
27,6479792,31,21,368,29879,184,0,11.87096774,45.95051101,2744,0,1422.809524,786.7203836,4667.896747,8.024948949,127054.7451,320874.7275,1848776,5,6045975,201532.5,397035.2033,1849056,6,6479792,323989.6,458705.4852,1849025,43,0,628,436,4.784104181,3.240844768,0,2744,570.6981132,851.4299191,724932.9071,0,1,0,0,0,581.6730769,11.87096774,1422.809524,6432,2,0,0,0,0,0,0,0,0,1
28,96752,2,1,0,0,0,0,0,0,0,0,0,0,0,31.00711096,48376,68397.02473,96740,12,96740,96740,0,96740,96740,0,0,0,0,0,0,40,20,20.67140731,10.33570365,0,0,0,0,0,0,0,0,1,0,0,0,0,64484,0,0,0,0,0,0,0,0,0,1
29,208358,5,5,934,246,467,0,186.8,255.7864344,246,0,49.2,110.0145445,5663.329462,47.99431747,23150.88889,45035.78433,104585,7,101113,25278.25,50350.67178,100804,10,208358,52089.5,58657.81638,105178,7,0,108,116,23.99715874,23.99715874,0,467,107.2727273,192.3829987,37011.21818,0,1,0,0,1,118,186.8,49.2,6432,2,0,0,0,0,0,0,0,0,1
30,632,2,1,0,0,0,0,0,0,0,0,0,0,0,4746.835443,316,434.1635636,623,9,623,623,0,623,623,0,0,0,0,0,0,40,20,3164.556962,1582.278481,0,0,0,0,0,0,0,0,1,0,0,0,0,64374,0,0,0,0,0,0,0,0,0,1
31,203656,5,5,942,246,471,0,188.4,257.9773246,246,0,49.2,110.0145445,5833.366068,49.10240798,22628.44444,42643.85804,97758,4,98188,24547,48970.72886,98003,4,203656,50914,54384.20179,98098,5,0,108,116,24.55120399,24.55120399,0,471,108,193.8798597,37589.4,0,1,0,0,1,118.8,188.4,49.2,6432,2,0,0,0,0,0,0,0,0,1
32,611,2,1,0,0,0,0,0,0,0,0,0,0,0,4909.983633,305.5,423.5569619,605,6,605,605,0,605,605,0,0,0,0,0,0,40,20,3273.322422,1636.661211,0,0,0,0,0,0,0,0,1,0,0,0,0,64374,0,0,0,0,0,0,0,0,0,1
33,29864164,6,3,716,0,358,0,119.3333333,184.8704051,0,0,0,0,23.97522328,0.301364538,3733020.5,10386069.85,29436018,5,29864159,5972831.8,13267036.7,29705312,8,428146,214073,79174.74629,270058,158088,0,128,76,0.200909692,0.100454846,0,358,71.6,150.9460536,22784.71111,0,1,0,0,0,79.55555556,119.3333333,0,65177,2,0,0,0,0,0,0,0,0,1
34,295018,5,4,716,263,358,0,143.2,196.0846756,263,0,65.75,131.5,3318.441587,30.50661316,36877.25,68106.62531,147973,3,147033,36758.25,73339.92916,146768,4,295018,98339.33333,85162.83792,148538,9,0,108,96,16.94811842,13.55849474,0,358,97.9,159.7403796,25516.98889,0,1,0,0,0,108.7777778,143.2,65.75,65177,2,0,0,0,0,0,0,0,0,1
35,380,2,1,0,0,0,0,0,0,0,0,0,0,0,7894.736842,190,257.3868684,372,8,372,372,0,372,372,0,0,0,0,0,0,40,20,5263.157895,2631.578947,0,0,0,0,0,0,0,0,1,0,0,0,0,63977,0,0,0,0,0,0,0,0,0,1
36,54329936,315,204,372,238428,186,0,1.180952381,14.79721588,3072,0,1168.764706,410.5333831,4395.366856,9.55274455,104884.0463,284940.2787,3000179,1,54329356,173023.4268,359910.3578,3000395,2,54329936,267635.1527,449721.2678,3506980,6,0,6324,4092,5.797908542,3.754836008,0,3072,459.2307692,625.8470334,391684.5093,0,1,0,0,0,460.1156069,1.180952381,1168.764706,4824,2,0,0,0,0,0,0,0,0,1
37,555328,4,1,0,0,0,0,0,0,0,0,0,0,0,9.003687911,138832,242911.8405,501184,5,555323,185107.6667,275064.7549,501184,6,0,0,0,0,0,0,80,20,7.202950328,1.800737582,0,0,0,0,0,0,0,0,1,0,0,0,0,62264,0,0,0,0,0,0,0,0,0,1
38,216081,5,5,940,246,470,0,188,257.429602,246,0,49.2,110.0145445,5488.682485,46.27894169,24009,44865.02616,105026,5,101463,25365.75,50537.66386,101172,5,216081,54020.25,57012.25537,105650,7,0,108,116,23.13947085,23.13947085,0,470,107.8181818,193.5054615,37444.36364,0,1,0,0,1,118.6,188,49.2,6432,2,0,0,0,0,0,0,0,0,1
39,661,2,1,0,0,0,0,0,0,0,0,0,0,0,4538.577912,330.5,456.0838739,653,8,653,653,0,653,653,0,0,0,0,0,0,40,20,3025.718608,1512.859304,0,0,0,0,0,0,0,0,1,0,0,0,0,64374,0,0,0,0,0,0,0,0,0,1
40,201876,5,5,942,246,471,0,188.4,257.9773246,246,0,49.2,110.0145445,5884.800571,49.53535834,22430.66667,42769.69733,98082,6,98054,24513.5,48832.49494,97762,8,201876,50469,55018.0602,98621,6,0,108,116,24.76767917,24.76767917,0,471,108,193.8798597,37589.4,0,1,0,0,1,118.8,188.4,49.2,6432,2,0,0,0,0,0,0,0,0,1
41,661,2,1,0,0,0,0,0,0,0,0,0,0,0,4538.577912,330.5,454.6696603,652,9,652,652,0,652,652,0,0,0,0,0,0,40,20,3025.718608,1512.859304,0,0,0,0,0,0,0,0,1,0,0,0,0,64374,0,0,0,0,0,0,0,0,0,1
42,57211335,25,13,835,1278,39,29,33.4,4.203173404,170,35,98.30769231,36.80666746,36.93324059,0.664204043,1546252.297,5162143.945,30806027,5,57210572,2383773.833,6342303.55,30806400,5,57211335,4767611.25,8438529.486,30806785,459598,0,200,104,0.436976344,0.227227699,29,170,55.07692308,37.3908127,1398.072874,0,0,0,0,0,56.52631579,33.4,98.30769231,-1,25,4581223.667,4257626.017,8417376,380,14488968.67,14185153.12,30806027,5091983,1
43,156853,5,5,190,204,95,0,38,52.03364296,204,0,40.8,91.23157348,2511.906052,63.75396071,17428.11111,34116.675,79142,7,76592,19148,38123.49635,76333,7,156853,39213.25,44665.46383,79705,9,0,108,116,31.87698036,31.87698036,0,204,35.81818182,67.49343402,4555.363636,0,1,0,0,1,39.4,38,40.8,5840,2,0,0,0,0,0,0,0,0,1
44,276,2,1,0,0,0,0,0,0,0,0,0,0,0,10869.56522,138,183.8477631,268,8,268,268,0,268,268,0,0,0,0,0,0,40,20,7246.376812,3623.188406,0,0,0,0,0,0,0,0,1,0,0,0,0,64036,0,0,0,0,0,0,0,0,0,1
45,11197064,95,61,368,94043,184,0,3.873684211,26.55513818,2744,0,1541.688525,622.7968513,8431.763898,13.93222366,72239.12258,237910.3359,2335456,4,11196770,119114.5745,308246.4691,2460905,4,11197064,186617.7333,382401.0529,2335735,14,0,1956,1236,8.484366973,5.447856688,0,2744,601.343949,845.6214428,715075.6245,0,1,0,0,0,605.1987179,3.873684211,1541.688525,6432,2,0,0,0,0,0,0,0,0,1
46,827691,8,1,0,0,0,0,0,0,0,0,0,0,0,10.87362313,103461.375,177737.9297,500552,8,827682,118240.2857,186594.0756,500552,8,0,0,0,0,0,0,160,20,9.66544278,1.208180347,0,0,0,0,0,0,0,0,1,0,0,0,0,58996,0,0,0,0,0,0,0,0,0,1
47,209585,5,5,934,247,467,0,186.8,255.7864344,247,0,49.4,110.4617581,5634.945249,47.71333826,23287.22222,44566.3116,101985,5,102182,25545.5,50977.05304,102011,5,209585,52396.25,57421.10293,102483,8,0,108,116,23.85666913,23.85666913,0,467,107.3636364,192.4553313,37039.05455,0,1,0,0,1,118.1,186.8,49.4,6432,2,0,0,0,0,0,0,0,0,1
48,710,2,1,0,0,0,0,0,0,0,0,0,0,0,4225.352113,355,475.175757,691,19,691,691,0,691,691,0,0,0,0,0,0,40,20,2816.901408,1408.450704,0,0,0,0,0,0,0,0,1,0,0,0,0,64373,0,0,0,0,0,0,0,0,0,1
49,161575,5,5,446,194,223,0,89.2,122.1421303,194,0,38.8,86.75943753,3961.008819,61.8907628,17952.77778,33365.6314,77228,5,77517,19379.25,38658.54673,77367,7,161575,40393.75,42131.87996,77235,5,0,108,116,30.9453814,30.9453814,0,223,58.18181818,99.92879283,9985.763636,0,1,0,0,1,64,89.2,38.8,6432,2,0,0,0,0,0,0,0,0,1
50,156,2,1,0,0,0,0,0,0,0,0,0,0,0,19230.76923,78,100.4091629,149,7,149,149,0,149,149,0,0,0,0,0,0,40,20,12820.51282,6410.25641,0,0,0,0,0,0,0,0,1,0,0,0,0,64046,0,0,0,0,0,0,0,0,0,1
51,201794,5,5,942,247,471,0,188.4,257.9773246,247,0,49.4,110.4617581,5892.147437,49.55548728,22421.55556,42748.78874,97838,6,98408,24602,49008.82529,98115,8,201794,50448.5,55005.12676,98239,6,0,108,116,24.77774364,24.77774364,0,471,108.0909091,193.9512591,37617.09091,0,1,0,0,1,118.9,188.4,49.4,6432,2,0,0,0,0,0,0,0,0,1
52,635,2,1,0,0,0,0,0,0,0,0,0,0,0,4724.409449,317.5,437.6990976,627,8,627,627,0,627,627,0,0,0,0,0,0,40,20,3149.606299,1574.80315,0,0,0,0,0,0,0,0,1,0,0,0,0,64373,0,0,0,0,0,0,0,0,0,1
53,82578400,2,1,0,0,0,0,0,0,0,0,0,0,0,0.036329113,41289200,26451600.38,59993306,22585094,59993306,59993306,0,59993306,59993306,0,0,0,0,0,0,0,0,0.024219408,0.012109704,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,41289200,26451600.38,59993306,22585094,1
54,14960984,131,78,380,94555,190,0,2.900763359,23.38600994,3072,0,1212.24359,515.0349928,6345.505082,13.96966937,71927.80769,168329.1031,1104173,2,14960965,115084.3462,205065.1249,1104398,5,14960984,194298.4935,263944.1613,1104579,11,0,2628,1572,8.756108555,5.213560819,0,3072,452.0714286,664.2029145,441165.5116,0,1,0,0,0,454.2344498,2.900763359,1212.24359,4824,2,0,0,0,0,0,0,0,0,1
55,141596,2,1,0,0,0,0,0,0,0,0,0,0,0,21.18703918,70798,100109.3497,141586,10,141586,141586,0,141586,141586,0,0,0,0,0,0,40,20,14.12469279,7.062346394,0,0,0,0,0,0,0,0,1,0,0,0,0,63113,0,0,0,0,0,0,0,0,0,1
56,201070,5,5,924,247,462,0,184.8,253.0478216,247,0,49.4,110.4617581,5823.842443,49.73392351,22341.11111,42589.57205,97793,6,97636,24409,48617.50869,97335,8,201070,50267.5,54841.46496,98435,14,0,108,116,24.86696175,24.86696175,0,462,106.4545455,190.5882282,36323.87273,0,1,0,0,1,117.1,184.8,49.4,6432,2,0,0,0,0,0,0,0,0,1
57,958,2,1,0,0,0,0,0,0,0,0,0,0,0,3131.524008,479,657.6093065,944,14,944,944,0,944,944,0,0,0,0,0,0,40,20,2087.682672,1043.841336,0,0,0,0,0,0,0,0,1,0,0,0,0,64373,0,0,0,0,0,0,0,0,0,1
58,229631,5,5,942,247,471,0,188.4,257.9773246,247,0,49.4,110.4617581,5177.872326,43.54812721,25514.55556,43654.0648,101177,5,101298,25324.5,50449.82962,100999,8,229631,57407.75,51813.44994,101824,8,0,108,116,21.77406361,21.77406361,0,471,108.0909091,193.9512591,37617.09091,0,1,0,0,1,118.9,188.4,49.4,6432,2,0,0,0,0,0,0,0,0,1
59,722,2,1,0,0,0,0,0,0,0,0,0,0,0,4155.124654,361,497.803174,713,9,713,713,0,713,713,0,0,0,0,0,0,40,20,2770.083102,1385.041551,0,0,0,0,0,0,0,0,1,0,0,0,0,64373,0,0,0,0,0,0,0,0,0,1
60,936244,5,5,588,262,294,0,117.6,161.0304319,262,0,52.4,117.169962,907.8829878,10.68097633,104027.1111,156791.7852,353816,9,290153,72538.25,144881.2197,289860,9,936244,234061,158375.5168,353816,711,0,108,116,5.340488163,5.340488163,0,294,77.27272727,132.6024818,17583.41818,0,1,0,0,1,85,117.6,52.4,6432,2,0,0,0,0,0,0,0,0,1
61,634,2,1,0,0,0,0,0,0,0,0,0,0,0,4731.861199,317,424.2640687,617,17,617,617,0,617,617,0,0,0,0,0,0,40,20,3154.574132,1577.287066,0,0,0,0,0,0,0,0,1,0,0,0,0,63978,0,0,0,0,0,0,0,0,0,1
62,18182714,13,1,650,50,50,50,50,0,50,50,50,0,38.4981032,0.769962064,1398670.308,3933367.179,14431709,6,18182703,1515225.25,4084752.801,14431709,6,0,0,0,0,0,0,104,8,0.714964774,0.05499729,50,50,50,0,0,0,0,0,0,0,53.57142857,50,50,-1,13,1498609,0,1498609,1498609,14431709,0,14431709,14431709,1
63,9,1,1,174,174,174,174,174,0,174,174,174,0,38666666.67,222222.2222,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,8,8,111111.1111,111111.1111,174,174,174,0,0,0,0,0,0,1,261,174,174,-1,1,0,0,0,0,0,0,0,0,1
64,94176894,11,7,156,259,49,0,14.18181818,18.84578564,249,0,37,93.55746897,4.40660105,0.191129684,5539817.294,22001309.9,90898323,7,93871830,9387183,28649441.7,90898704,7,94176894,15696149,36902238.57,91010783,305220,0,228,160,0.116801474,0.07432821,0,249,21.84210526,57.15501646,3266.695906,0,1,0,0,0,23.05555556,14.18181818,37,5840,6,2973125,0,2973125,2973125,90898323,0,90898323,90898323,1
65,15332055,47,24,302,43263,151,0,6.425531915,30.80848604,2920,0,1802.625,1089.741964,2841.432541,4.630820852,219029.3571,1791778.429,14995421,5,336629,7318.021739,18705.87883,55988,5,15332055,666611.087,3123707.379,14995612,17,0,948,496,3.065472958,1.565347894,0,2920,605.0694444,1054.741679,1112480.009,0,1,0,0,0,613.5915493,6.425531915,1802.625,6432,2,0,0,0,0,0,0,0,0,1
66,15347711,47,23,302,42751,151,0,6.425531915,30.80848604,2920,0,1858.73913,1094.500393,2805.174009,4.560940716,222430.5942,1798054.18,14941046,4,406660,8840.434783,20885.66325,58420,4,15347711,697623.2273,3181459.189,14941192,132,0,948,476,3.062345909,1.498594807,0,2920,606.3802817,1067.417128,1139379.325,0,1,0,0,0,615.0428571,6.425531915,1858.73913,6432,2,0,0,0,0,0,0,0,0,1
67,16994089,43,28,308,43257,154,0,7.162790698,32.81472538,4380,0,1544.892857,975.1022487,2563.538416,4.177923277,242772.7,1789445.402,14982284,5,2011800,47900,111479.2746,333417,6,16994089,629410.7037,2871862.237,14982556,41,0,868,576,2.530291562,1.647631715,0,4380,605.0694444,965.5128583,932215.0796,0,1,0,0,0,613.5915493,7.162790698,1544.892857,6432,2,0,0,0,0,0,0,0,0,1
68,17036033,43,29,310,42745,155,0,7.209302326,33.02780801,2920,0,1473.965517,784.0182434,2527.290244,4.226336026,239944.1268,1777083.348,14984080,4,2051947,48855.88095,113681.4022,339736,4,17036033,608429.75,2820867.588,14984364,11,0,868,596,2.524061793,1.702274233,0,2920,589.7945205,872.9760077,762087.11,0,1,0,0,0,597.9861111,7.209302326,1473.965517,6432,2,0,0,0,0,0,0,0,0,1
69,259999,3,3,0,0,0,0,0,0,0,0,0,0,0,23.07701183,51999.8,71068.99467,131361,7,128631,64315.5,90937.46759,128618,13,259999,129999.5,2358.201115,131667,128332,0,68,76,11.53850592,11.53850592,0,0,0,0,0,0,1,0,0,1,0,0,0,64240,0,0,0,0,0,0,0,0,0,1
70,308,2,1,0,0,0,0,0,0,0,0,0,0,0,9740.25974,154,192.3330445,290,18,290,290,0,290,290,0,0,0,0,0,0,40,20,6493.506494,3246.753247,0,0,0,0,0,0,0,0,1,0,0,0,0,64240,0,0,0,0,0,0,0,0,0,1
71,421640,3,3,0,0,0,0,0,0,0,0,0,0,0,14.23014894,84328,125084.2423,279170,10,142460,71230,100711.8046,142444,16,421640,210820,97111.2169,279488,142152,0,68,76,7.115074471,7.115074471,0,0,0,0,0,0,1,0,0,1,0,0,0,64240,0,0,0,0,0,0,0,0,0,1
72,260,2,1,0,0,0,0,0,0,0,0,0,0,0,11538.46154,130,171.119841,251,9,251,251,0,251,251,0,0,0,0,0,0,40,20,7692.307692,3846.153846,0,0,0,0,0,0,0,0,1,0,0,0,0,64240,0,0,0,0,0,0,0,0,0,1
73,315410,3,3,0,0,0,0,0,0,0,0,0,0,0,19.02285914,63082,87935.24187,181882,5,133523,66761.5,94399.4624,133512,11,315410,157705,34628.43329,182191,133219,0,68,76,9.511429568,9.511429568,0,0,0,0,0,0,1,0,0,1,0,0,0,64240,0,0,0,0,0,0,0,0,0,1
